Homo erectus;https://www.gbif.org/species/4827564
Homo sapiens;https://www.gbif.org/species/2436436
Homo sapiens subsp. sapiens;https://www.gbif.org/species/7348228
Homo sapiens grimaldiensis;https://www.gbif.org/species/8887224
